AÑO JUDICIAL;SECCIÓN - SALA;RAMA JURÍDICA;NÚMERO EXPEDIENTE;"JURISDICCIÓN
PROCEDENCIA";"JURISDICCIÓN
RESOLUCIÓN";"TÍTULO GENERAL  
(MATERIA DEL RECURSO)";"TÍTULO ESPECIFICO 
(SUMILLA)";PÁGINA;F. LIBRO;F. TOMO;F. AÑO;ENLACE;
1906;Sección judicial;---;***;***;***;***;No procede la excusa del magistrado cuando la basa en la intervención de su pariente como testigo en un proceso fenecido, cuyo mérito se ofrece con carácter probatorio;531;Anales Judiciales de la Corte Suprema de Justicia 1906;II;1906;Enlace;
1906;Sección judicial;---;***;***;***;***;No está expeditala vía ejecutiva cuando protestada una letra por falta de aceptación se ha omitido el protesto por falta de pago;533;Anales Judiciales de la Corte Suprema de Justicia 1906;II;1906;Enlace;
1906;Sección judicial;---;***;***;***;***;Cuando el arrendatario adquiere en subasta judicial la propiedad de la cosa arrendada y ésta es materia de un juicio de retracto no es causal de desahucio la falta de pago de la merced conductiva mientras se resuelve dicho juicio ;538;Anales Judiciales de la Corte Suprema de Justicia 1906;II;1906;Enlace;
1906;Sección judicial;---;***;***;***;***;No hay lugar á la acción de daños y perjuicios por la negativa de un comisionista á la entrega de las mercaderías mientras no se le paguen sus derechos de comisión y gastos;540;Anales Judiciales de la Corte Suprema de Justicia 1906;II;1906;Enlace;
1906;Sección judicial;---;***;***;***;***;Está expedita la acción criminal por la fasificación de actuaciones imputada á un Juez de Paz comisionado en juicio civil aún cuando en este juicio no se halle resuelta la nulidad ó falsedad de dichas actuaciones;544;Anales Judiciales de la Corte Suprema de Justicia 1906;II;1906;Enlace;
1906;Sección judicial;---;***;***;***;***;Es nula la disposición de bienes en favor de congregaciones de seglares;546;Anales Judiciales de la Corte Suprema de Justicia 1906;II;1906;Enlace;
1906;Sección judicial;---;***;***;***;***;Estando la causa en tabla no procede el abandono;550;Anales Judiciales de la Corte Suprema de Justicia 1906;II;1906;Enlace;
1906;Sección judicial;---;***;***;***;***;La omisión de la citación de los interesados directos en un juicio en que se controvierte la desvinculación de un bien es causal de nulidad;554;Anales Judiciales de la Corte Suprema de Justicia 1906;II;1906;Enlace;
1907;Sección judicial;---;915-1906;Arequipa;Lima;Falso testimonio;No deberdarse curso a la querella por falso testimonio, mientras no termine el juicio civil en el que se prestó la declaración tachada;5;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Comprobación de memoria testamentaria;13;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Es fundaria la tercería excluyente de dominio que se apoya en tíțulo anterior á un embargo registrado aun cuando no esté inscrita la propiedad del bien;18;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Insubsistencia de un fallo de vista por haberse resuelto una causa civil que fue agregada á tabla sin las formalidades de ley;25;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;La mujer casada para defender sus bienes con motivo de ejecución dirigida contra ella y su marido, debe ejercitar sus derechos en el juicio ejecutivo y no como acción de tercería;28;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;La transferencia que no ha sido notificada judicialmente al deudor ó aceptarla por éste, no anula la transacción que celebra el cedente con dicho deudor respecto á los derechos transferidos;34;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;El saldo que arroja una cuenta corriente mercantil no cerrada, no puede cobrarse por la via ejecutiva;37;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Filicidio por imprudencia temeraria. Aplicación del artículo 60 del Código Penal;39;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Los testigos ofrecidos para probar las tachas opuestas á otros, pueden ser tachados;41;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Insubsistencia de una resolución por haber omitido el Juez de Paz comisionado examinar á los testigos sobre los impedimentos legales;43;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;No está expedito el derecho del arrendatario para cobrar las mejoras declaradas abonables judicialmente, si es deudor de la renta. Aplicación del artículo 1578 del Código Civil;45;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;No procede la querella por estafa, cuando ésta se funda en hechos que tienen que ventilarse en la vía civil;50;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Procedencia del recurso de nulidad en los casos en que se impone á los escribanos la pena de suspensión;53;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Homicídio con circunstancias agravantes;55;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;En los juicios escritos de menor cuantía, no es admisible la reconvención por suma mayor de $. 400;68;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;La demanda sobre el derecho á una servidumbre debe dirigirse contra el propietario del fundo que se dice gravado y no contra el conductor;72;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Son nulas las cláusulas de un testamento en que se revoca el reconocimiento de hijos naturales hecho en testamento anterior y se instituye heredero voluntario;76;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Compete á la jurisdicción privativa de minas el conocimiento de los juicios que se susciten entre los mineros y la Empresa de un Socavón para el pago de la compensación correspondiente al desagüe de las minas beneficiadas;81;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;En los juicios por violación y estupro contra una impúber cuando se desista el querellante, continuará la causa de oficio;85;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;No corre el término para el abandono contra los menores, durante la minoría;88;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Los depósitos á plazo en un banco no ganan interés desde el día de su vencimiento, si así se estipuló en el documento;92;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Los que se dedican habitualmente a la compra y venta de licores ejercen el comercio у la cesión de sus bienes se en. tiende siempre quiebra;97;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Es fundada la tercería de preferencia que se apoya en un embargo registrado, opuesta á otro ejecutante con embargo anterior no registrado;101;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Excepción de prescripción que no procede como artículo prévio, sino como perentoria;108;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Domicilio legal para practicar las diligencias del protesto. Aplicación del artículo 492 del Código de Comercio;111;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;El juez que ha conocido en un juicio ejecutivo no está impedido para conocer en otra instancia en el de tercería;115;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Al juez que ha sido abogado en el pleito, puede remitírsele el impedimento conforme al artículo 109 del Código de Enjuiciamientos Civil;118;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;No dan mérito al recurso de nulidad los autos que ordenan el enjuiciamiento del fallido, por quiebra fraudulenta;124;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Cuando se demanda la nulidad de una escritura, la excepción de prescripción que se funde en el mismo documento de cuya nulidad se trata debe sustanciarse con arreglo al artículo 635 del Código de Enjuiciamientos Civil;126;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Sustracción de caudales públicos. Aplicación del artículo 196 del Código Penal, para el efecto de la prescripción;129;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;No estando comprobada la imputabilidad del hecho materia del sumario procede el sobreseimiento;132;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Cuando se interpone tercería de preferencia apoyada en escritura registrada, y la ejecución proviene de documento público también registrado, se procede conforme al artículo 1224 del Código de Enjuiciamientos Civil;135;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Cualquiera de los comuneros puede retraer el bien común vendido en pública subasta, aún cuando la venta se haya verificado de acuerdo entre los interesados;140;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;No procede el recurso de nulidad cuando se deniegan los artículos propuestos para que el juicio criminal se remita al conocimiento de un Juez de Paz;146;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;La tercería interpuesta por el acreedor anticrético con escritura pública de plazo no vencido, se rige por lo dispuesto en el artículo 1224 del Código de Enjuiciamientos Civil;148;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Las responsabilidades provenientes de una promesa de venta no dan mérito á la acción criminal, si no se ha comprobado en la vía civil el fraude con que procedió el acusado;152;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;No procede la querella por falsificación que se supone cometida en los actuados de un juicio civil, mientras no termine éste por sus debidos trámites;157;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;No pierde el comunero el derecho de retracto por venderse á su solicitud el bien común en pública subasta;162;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;El despojo violento causado por la autoridad política en favor de un tercero, da mérito para querellarse inmediatamente por abuso de autoridad;164;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Improcedencia de la acción criminal por tratarse de actos de carácter administrativo, sujetos á la revisión del Supremo Gobierno;167;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Nulidad de un título supletorio por no haber acreditado el peticionario su condición de heredero de su antecesor en la posesión del bien, haber falta de idoneidad en los testigos, y no existir en los actuados principio de prueba escrita;176;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Las injurias vertidas contra funcionario público que no se halla presente no constituyen desacato;183;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Nulidad é insubsistencia de lo actuado por el Tribunal Mayor de Cuentas, por haber abierto una instancia teminada;185;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
1907;Sección judicial;---;***;***;***;***;Cuando judicialmente se ordena á los guardadores y albaceas que rindan cuenta de su administración deben presentarla con los respectivos comprobantes, bajo apercibimiento;195;Anales Judiciales de la Corte Suprema de Justicia 1907;III;1907;Enlace;
